,Company Name,Use,Country,Description,Url,Email,Founders,Found Date,t1,t2,t3,t4,t5,t6,t7
353,Technologies, Information Technology,Canada,"CIARA Technologies provide information technology products, services, and solutions of the highest quality.", ciaratech.com/ ,—,—,1984,—,—,—,—,—,—,—
354,Technology," Computer, Information Services, Information Technology",United States,"ARCHES offers a nimble, one-source model for creation and deployment of robust patient engagement.", www.archestechnology.com ,info@archestechnology.com,1,"Jul 7, 1997",—,—,—,—,—,—,—
355,CodeUpStart," Education, Enterprise Software, Information Technology",United States,CodeUpStart lets you learn how to code by recreating real apps like Kickstarter and Instagram from zero to launch, codeupstart.com ,hello@codeupstart.com,1,"Oct 5, 2015",—,—,—,—,—,—,—
356,Metron," Audio, Cyber Security, Information Technology, Internet, Network Hardware, Network Security, Security, Software, Video",Maldives,"Audio Visuals, Unified Communications, Security & Surveillance", www.metron.mv ,info@metron.mv,2,Dec 2017,—,—,—,—,—,—,—
357,rradar," Business Intelligence, Consulting, Information Technology, Legal, Risk Management, Software",United Kingdom,rradar is a law company that help organizations run their operations with minimal legal risk and maximum confidence., rradar.com/ ,contactus@rradar.com,1,2012,—,—,—,—,—,—,—
358,Institute," Education, Health Care, Information Technology, Robotics",United States,SIY provides evidence-based practices to grow in self-mastery., siyli.org ,—,—,2011,—,—,—,—,—,—,—
359,Funnelback," Enterprise Software, Information Technology, Search Engine",Australia,"Funnelback is an on-site search solution for government, universities, finance, legal and non-profits.", www.funnelback.com ,support@funnelback.com,—,2005,—,—,—,—,—,—,—
360,Unicraft," Education, Human Resources, Information Technology, Internet, Software",Russian Federation,"Corporate teaching platform. Aggregates and classifies business knowledge, builds adaptation and training for employees of various levels.", www.unicraft.org ,—,1,2016,—,—,—,—,—,—,—
361,eScholar," Education, Information Technology",United States,eScholar is an education management company that offers data management services., escholar.com ,—,1,1997,—,—,—,—,—,—,—
362,Institute," Consulting, Education, Information Technology",United States,"Uptime Institute is focused on improving the performance, efficiency, and reliability of business critical infrastructure.", uptimeinstitute.com/ ,info@uptimeinstitute.com,—,1993,—,—,—,—,—,—,—
363,Service," Computer, Information Technology",United States,"A Cisco Learning Solutions Partner & a Cisco Gold Partner offering Cisco Training, Cisco Hardware, Professional Services.", www.skyline-ats.com/ ,—,—,1989,—,—,—,—,—,—,—
364,Experts," Education, Information Technology",United States,"AJE is a writing and editing company specializing in manuscript, figures, and posters solutions.", aje.com ,—,—,2004,—,—,—,—,—,—,—
365,StillSecure," Information Technology, Network Security, Security",United States,StillSecure offers commercial and open source secure network infrastructure solutions and services for organizations and enterprises., www.stillsecure.com ,success@stillsecure.com,1,2000,—,—,—,—,—,—,—
366,(tm)," Advertising, Artificial Intelligence, Consulting, Education, Information Technology, Internet, Internet of Things, Marketing, News",United States,The Smart Content Company - Entertainment AI merges human and machine creativity to engage a new generation., www.entertainment.ai ,info@entertainment.ai,1,2006,—,—,—,—,—,—,—
367,Numonix," Business Development, Enterprise Software, Information Technology, Small and Medium Businesses, Software",United States,"Numonix designs, develops and markets advanced Call Recording and Quality Management Software Solutions to small, medium & Enterprise size.", www.numonix.co/ ,info@numonix.co,1,2013,—,—,—,—,—,—,—
368,Semaphore, Information Technology,United States,"Semaphore has been providing IP network technology, products and services to organizations of all sizes.", www.semaphore.com/ ,sales@semaphore.com,—,1993,—,—,—,—,—,—,—
369,Limited," Education, Information Technology, Software",United States,"CredForce Asia Limited provider of solutions in credentialing, certifications, accreditation, and standards development.", www.credforce.com/ ,info@credforce.com,—,"Aug 5, 2012",—,—,—,—,—,—,—
370,CY4GATE," Cyber Security, Information Technology, Network Security",Italy,"CY4GATE is a 360° hub for Cyber Intelligence, Security and Cyber Electronic Warfare solutions.", www.cy4gate.com/en ,info@cy4gate.com,—,2014,—,—,—,—,—,—,—
371,Alliance," Association, Communities, Consulting, Education, Information Technology, Legal, Venture Capital",Canada,"WEtech’s vision is to build a regional technology community that fosters entrepreneurship, innovation.", www.wetech-alliance.com/ ,info@wetech-alliance.com,—,2009,—,—,—,—,—,—,—
372,Code," Health Care, Information Technology, Medical",United States,"Find A Code provides medical coding professionals from clinics, insurance companies, and education.", www.findacode.com ,info@findacode.com,—,"Feb 1, 2005",—,—,—,—,—,—,—
373,Knowbility," Association, Consulting, Education, Government, Information Technology, Internet, Non Profit",United States,An Austin-based national nonprofit corporation that delivers a broad range of technical., www.knowbility.org ,atstar@knowbility.org,—,1999,—,—,—,—,—,—,—
374,Consulting," Consulting, Education, Information Technology",United States,"Colonial Consulting is a provider of investment consulting services in manager searches,donor forums and educational forums.", www.colonialconsulting.com ,—,—,1980,—,—,—,—,—,—,—
375,CoBlue," Education, Human Resources, Information Technology",Brazil,CoBlue helps companies improve their alignment by implementing the OKR methodology through training and provides a platform to manage it., coblue.com.br/ ,contato@coblue.com,—,"May 23, 2014",—,—,—,—,—,—,—
376,EffortlessOffice," Cloud Computing, Education, Information Technology",United States,"Effortless offers an enterprise-class, all-in-one cloud environment with solutions for security, desktops, disaster recovery, servers.", www.effortlessoffice.com ,cbridge@effortlessoffice.com,—,2012,—,—,—,—,—,—,—
377,Projects," Banking, Financial Services, FinTech, Information Technology",Nigeria,"Parkway is a leading financial technology provider creating modern banking experiences, proudly developed by Africans.", www.parkwayprojects.com ,info@parkwayprojects.com,1,Apr 2004,—,—,—,—,—,—,—
378,Hub, Information Technology,Zambia,"Innovation generally refers to the creation or improvement of products, technologies.", bongohive.co.zm/ ,contactus@bongohive.com,1,2011,—,—,—,—,—,—,—
379,Ltd.," E-Learning, Graphic Design, Information Technology, Publishing, Software, Video",India,"We deliver services and solution through four operating group: custom e-learning development, web development, pre-press & video production.", corecompetency.net/ ,support@corecompetency.net,1,"Nov 23, 2003",—,—,—,—,—,—,—
380,Technologies," 3D Technology, Augmented Reality, Information Services, Information Technology",China,Vanguard in immersive 3D content technologies, www.oppentech.com/en ,bd@oppentech.com,1,"Jun 6, 2016",—,—,—,—,—,—,—
381,i3-Technologies," Education, Information Technology, Software",Belgium,i3-Technologies is a global company that offers interactive solutions to learning and meeting environments., www.i3-technologies.com ,service@i3-technologies.com,—,2013,—,—,—,—,—,—,—
382,GoDigital," CRM, Education, Financial Services, FinTech, Information Technology, Insurance",Philippines,GoDigital is a service-based financial technology company primarily focusing on contactless card payments and online wallet., godigitalcorp.com/ ,inquiry@godigitalcorp.com,1,"Sep 1, 2016",—,—,—,—,—,—,—
383,Knowrom," Information Technology, Internet, Photo Sharing, Social Media, Video",Czech Republic,"Knowrom is a free site to share information on universities through reviews, photos, videos, questions and answers and student events in", www.knowrom.com ,info@knowrom.com,1,"Jul 1, 2012",—,—,—,—,—,—,—
384,AXErunners," Banking, Blockchain, Communications Infrastructure, Cryptocurrency, Education, Financial Services, Information Technology, Mining, Payments, Security",United States,Decentralized blockchain, axerunners.com ,info@axerunners.com,1,2017,—,—,—,—,—,—,—
385,Tyfoom," Information and Communications Technology (ICT), Information Technology, Mobile, Software, Training",United States,"Tyfoom is a productivity, training, and communication platform developing rockstar employees on the simplest mobile training platform.", www.tyfoom.com/ ,customercare@tyfoom.com,1,2017,—,—,—,—,—,—,—
386,Robotics," Education, Health Care, Information Technology, Robotics",Hong Kong,Rehab-Robotics Company is award-winning R&D medical device robotic company based in Hong Kong., rehab-robotics.com/ ,info@rehab-robotics.com,—,2008,—,—,—,—,—,—,—
387,-," Education, Information Technology",The Netherlands,Together with our ToolsHeroes we’re building a library for tomorrow., www.toolshero.com ,info@toolshero.com,—,"Jul 1, 2013",—,—,—,—,—,—,—
